,store,sido,gungu,store_address
953,안산초지점(올리브치킨),경기도,안산시,"경기도 안산시 단원구 초지로 90 (초지동, 태영프라자 "
954,안성금산점,경기,안성시,경기 안성시 금산동 81-2번지 주은아파트상가 b-103
955,안성대덕점,경기도,안성시,경기도 안성시 대덕면 대학9길 16 (부성오피스텔) 1층 C호
956,안성원곡점,경기,안성시,경기 안성시 원곡면 외가천리 265-12
957,안성점,경기,안성시,경기 안성시 아양동 300-1 아양주공상가 103호
958,안성죽산점(펀앤정한마리반)(2),경기도,안성시,경기도 안성시 죽산면 죽주로 290 나동 101호
959,안성청설점(2),경기,안성시,경기 안성시 공도읍 진사리 348-9 청룡프라자 110
960,안양4점,경기도,안양시,경기도 안양시 만안구 냉천로 161 (안양동) 
961,안양관양점,경기,안양시,경기 안양시 동안구 관양동 1387-23 지상1층
962,안양덕천점,경기,안양시,경기 안양시 만안구 안양동 1380 주공뜨란채상가 106호
963,안양비산중앙점,경기,안양시,경기 안양시 동안구 비산1동 497-1번지 1층
964,안양석수점(3)(명변2),경기,안양시,경기 안양시 만안구 석수2동 294~314 304-23
965,안양예술공원점,경기도,안양시,경기도 안양시 만안구 예술공원로 73 (안양동) 1층
966,안양인덕원점,경기,안양시,경기 안양시 동안구 관양동 1508-5
967,안양충훈본점,경기,안양시,경기 안양시 만안구 석수3동 764-4번지 1층101호
968,안양평촌1점,경기,안양시,경기 안양시 동안구 평촌동 897-5번지
969,안양평촌향촌점,경기,안양시,경기 안양시 동안구 평촌동 341-1
970,안양호계점,경기,안양시,경기 안양시 동안구 호계동 990-4 1층
971,암사2점,서울,강동구,서울 강동구 천호동 243-18 1층
972,압구정점(올리브치킨),서울특별시,강남구,"서울특별시 강남구 압구정로 309 B동 1층 110호(압구정동, 주구센터)"
973,양구해안점,강원,양구군,강원 양구군 해안면 현리 25-5
974,양산범어신도시점,경상남도,양산시,경상남도 양산시 물금읍 화합4길 11-6 1층
975,양산북정점,경상남도,양산시,"경상남도 양산시 북정중앙로 32 (북정동, GNB영어학원 1층"
976,양산서창점,경상남도,양산시,경상남도 양산시 연호9길 18-2 (삼호동) 
977,양산어곡점,경남,양산시,경남 양산시 어곡동 9-3번지 로얄빌상가 지하 105호
978,양성점,경기,안성시,경기 안성시 양성면 동항리 369
979,양양하조대점(express4),강원도,양양군,강원도 양양군 현북면 하조대1길 54 (토크쇼) 
980,양재점,서울,강남구,"서울 강남구 도곡1동 950-6, 102호"
981,양주고읍점(cafe),경기,양주시,경기 양주시 광사동 657번지 메가시티1층 131
982,양주광적점,경기도,양주시,경기도 양주시 광적면 삼일로 4 103
983,양주덕계점,경기,양주시,경기 양주시 덕계동 456-1
984,양주덕정점,경기도,양주시,"경기도 양주시 회정로109번길 47 (덕정동, 명진빌라) 102(덕정동,A동)"
985,양주은현점,경기도,양주시,경기도 양주시 은현면 은현로 69 
986,양주장흥점,경기도,양주시,경기도 양주시 장흥면 가마골로 40-8 우남송추마을아 
987,양천구청점,서울특별시,양천구,"서울특별시 양천구 목동서로 400 (신정동, 목동10단지 103호,목동10단지A상가)"
988,양평강상점,경기,양평군,경기 양평군 강상면 병산리 753 101호 
989,양평개군점,경기,양평군,경기 양평군 개군면 부리 453-47
990,양평서종점,경기도,양평군,경기도 양평군 서종면 북한강로 769 
991,양평용문점,경기도,양평군,경기도 양평군 용문면 다문중앙1길9-2 1층
992,양평지평점,경기도,양평군,경기도 양평군 지평면 지평의병로 83 
993,양평청운점,경기,양평군,경기 양평군 청운면 용두1리 717-7
994,여수돌산점,전라남도,여수시,전라남도 여수시 돌산읍 강남8길 13 
995,여수문수점,전남,여수시,전남 여수시 문수동 114-3
996,여수봉산점,전라남도,여수시,전라남도 여수시 봉산서3길 21 (봉산동) 2층
997,여수신기행운점,전라남도,여수시,전라남도 여수시 흥국로 91 (신기동) 나동
998,여수웅천점,전라남도,여수시,전라남도 여수시 웅천7길 11 (웅천동) 
999,여수학동점,전라남도,여수시,전라남도 여수시 도원로 270 (학동) 104호
1000,여의도역점,서울,영등포구,서울 영등포구 여의도동 35-2 백상빌딩 101호
1001,여의도점,서울특별시,영등포구,"서울특별시 영등포구 국제금융로7길 32 (여의도동,1층3호)"
1002,여주금사점,경기,여주군,경기 여주군 금사면 이포리 185-25
1003,여주대신점,경기도,여주시,경기도 여주시 대신면 여양로 1465-1 
1004,여주대점,경기도,여주군,경기도 여주군 여주읍 세종로 351-6 
1005,역삼점,서울,강남구,서울 강남구 역삼동 836-26
1006,연기보통점,세종특별자치시,연기면,세종특별자치시 연기면 공단로 180-40 (지하1층)
1007,연신내점,서울특별시,은평구,서울특별시 은평구 갈현로 246 (갈현동) 1층 중간호
1008,연희점,서울특별시,서대문구,서울특별시 서대문구 연희로 87 (연희동) 1층
1009,염창점,서울특별시,강서구,서울특별시 강서구 양천로 623 (염창동) 1층
1010,영광홍농점(펀앤정),전남,영광군,전남 영광군 홍농읍 상하리 480-1번지
1011,영동학산점,충북,영동군,충북 영동군 학산면 서산리 817-3
1012,영종하늘도시점,인천광역시,중구,"인천광역시 중구 하늘중앙로195번길 23 (중산동, 하늘 103호"
1013,영종행복점,인천광역시,중구,인천광역시 중구 넙디로 56 101호(운서동) 
1014,영천망정점,경북,영천시,경북 영천시 야사동 132-7
1015,예산광시점,충청남도,예산군,충청남도 예산군 광시면 예당로 165-5 1층
1016,오금점,서울특별시,송파구,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌 1층"
1017,오남점,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 698 105
1018,오류2점,서울특별시,구로구,서울특별시 구로구 오류로 54 (오류동)
1019,오목교점,서울,양천구,서울 양천구 목1동 405-350
1020,오산궐동점,경기,오산시,경기 오산시 궐동 626-4 1층
1021,오산시청점(올리브치킨),경기도,오산시,"경기도 오산시 성호대로 123 (오산동, 오산그린프라자 107-1호"
1022,옥수점,서울,성동구,서울 성동구 옥수동 243 2층
1023,옥천점,경기,양평군,경기 양평군 옥천면 옥천리 576번지
1024,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 
1025,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 103호
1026,와수점(펀&정),강원,철원군,강원 철원군 서면 와수리 1141-1번지
1027,와우리점,경기도,화성시,"경기도 화성시 효행로 229-9 (기안동) 기안동, 광도와이드빌상가 102호"
1028,완도고금점,전라남도,완도군,전라남도 완도군 고금면 고금동로 21-1 
1029,완도보길도점(2)(올리브치킨),전남,완도군,전남 완도군 보길면 청병길 10
1030,완도청산점,전남,완도군,전남 완도군 청산면 도청리 943-23번지
1031,완주봉동행운점,전라북도,완주군,전라북도 완주군 봉동읍 둔산1로 116 1층
1032,왕십리행운점,서울특별시,성동구,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐) 403동 1층 121호"
1033,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 197 
1034,용답답십리역점(cafe2),서울,성동구,서울 성동구 용답동 56-11번지 1층
1035,용산점,서울,용산구,서울 용산구 용산동5가 24외 1필지 파크타워비14호
1036,용인공세점,경기,용인시,경기 용인시 기흥구 고매동 359 동성아파트 제상가동 102호
1037,용인구갈점(express)(2),경기도,용인시,"경기도 용인시 기흥구 기흥로 18 (구갈동, 길부동산) "
1038,용인구성점,경기,용인시,경기 용인시 기흥구 마북동 409~475 475-1
1039,용인둔전점,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로 82 (이바돔감자 1층
1040,용인모현외대점,경기,용인시,경기 용인시 처인구 모현면 왕산리 790-7 외 2필지
1041,용인보정점,경기,용인시,경기 용인시 기흥구 보정동 1266-6 현대휴먼프라자 106
1042,용인삼가역점,경기도,용인시,경기도 용인시 처인구 지삼로 610 (삼가동) 제1층
1043,용인상갈점,경기,용인시,경기 용인시 기흥구 상갈동 485-1
1044,용인상현행복점,경기도,용인시,"경기도 용인시 수지구 이현로 115 130(상현동,상현프라자)"
1045,용인서천점,경기도,용인시,경기도 용인시 기흥구 서천서로20번길 2 (서천동) 103호
1046,용인송전점,경기도,용인시,경기도 용인시 처인구 이동면 경기동로687번길 3 재승빌딩1층제1호
1047,용인신갈점,경기도,용인시,"경기도 용인시 기흥구 새천년로26번길 10 103(신갈동,반석프라자)"
1048,용인양지점,경기,용인시,경기 용인시 처인구 양지면 양지리 573-5
1049,용인언남점,경기도,용인시,경기도 용인시 기흥구 구성로 77번길 2(언남동)
1050,용인역북점,경기,용인시,"경기 용인시 처인구 역북동 425-7, 1층"
1051,용인죽전새터점,경기도,용인시,"경기도 용인시 수지구 죽전로 253-3 (죽전동, 경혁프 (죽전동,상생프라자101,102호)"
1052,용인죽전점,경기,용인시,경기 용인시 수지구 죽전동 1261 도담마을우미이노스빌 제상가동 102호
1053,용인천리점,경기,용인시,경기 용인시 처인구 이동면 천리 234-10
1054,용인청덕점,경기,용인시,"경기 용인시 기흥구 청덕동 250-1 호반베르디움상가 106,107호"
1055,용인풍덕천점,경기,용인시,경기 용인시 풍덕천동 750번지
1056,우만점,경기,수원시,경기 수원시 팔달구 우만동 96-6
1057,우면점,서울,서초구,서울 서초구 양재동 111-5 양촌빌딩 1층
1058,우암감만점,부산광역시,남구,"부산광역시 남구 석포로 52-2 (감만동, 마포통구이) 1층"
1059,우이공원점,서울특별시,강북구,서울특별시 강북구 삼양로 685 (우이동) 
1060,우정혁신점,울산광역시,중구,울산광역시 중구 종가4길 15 (유곡동) 오성프라자1층(울산우정혁신도시근생9블럭1-2롯트))
1061,운정2점,경기도,파주시,"경기도 파주시 청암로 14 (목동동, 산내마을8단지) "
1062,운정스타점,경기도,파주시,경기도 파주시 가람로51번길 16-33 (와동동) 
1063,운정한울점,경기도,파주시,"경기도 파주시 한울로 102 (동패동, 한울마을6단지 상 103호"
1064,울릉점,경상북도,울릉군,경상북도 울릉군 울릉읍 울릉순환로 218 
1065,울산구영점,울산,울주군,울산 울주군 범서읍 구영리 807-3번지 3호
1066,울산남창점,울산광역시,울주군,울산광역시 울주군 온양읍 대운길 21 (1층)
1067,울산달동점,울산,남구,울산 남구 달동 640-19번지
1068,울산덕신점,울산광역시,울주군,울산광역시 울주군 온산읍 신온9길 61 1층
1069,울산매곡중산점,울산,북구,울산 북구 매곡동 474-1번지 H프라자 1-109
1070,울산무거점,울산,남구,울산 남구 무거동 1550-5번지
1071,울산반구점,울산광역시,중구,울산광역시 중구 화합로 365 (반구동) 1층(반구동)
1072,울산병영행운점,울산광역시,중구,울산광역시 중구 병영로 17 (남외동) 
1073,울산블루마시티점,울산광역시,북구,울산광역시 북구 산하중앙2로 281 204호(산하동) 
1074,울산삼산점(cafe),울산,남구,울산 남구 달동 1351-1 현우상가 102
1075,울산서부점,울산,동구,울산 동구 서부동 181-49
1076,울산성안혁신점,울산광역시,중구,울산광역시 중구 성안로 156 (성안동) 1층
1077,울산야음점,울산광역시,남구,울산광역시 남구 중앙로48번길 5 (신정동) 
1078,울산언양점,울산광역시,울주군,울산광역시 울주군 언양읍 남문길 27 
1079,울산염포양정점,울산광역시,북구,울산광역시 북구 염포로 669(성원상떼빌) 상가동 108호
1080,울산옥동점,울산광역시,남구,"울산광역시 남구 거마로 9 (옥동) 옥동, 1층"
1081,울산우정점,울산,중구,울산 중구 우정동 436-117번지
1082,울산전하점,울산,동구,울산 동구 전하동 634-5 
1083,울산천상점,울산광역시,울주군,울산광역시 울주군 범서읍 천상중앙길 100-1 
1084,울산호계신천점,울산광역시,북구,울산광역시 북구 호계9길 15 (호계동) 1층
1085,울산화봉연암점,울산광역시,북구,울산광역시 북구 두부곡4길 36 
1086,울산화정점,울산,동구,울산 동구 대송동 140-20
1087,울주삼남점,울산광역시,울주군,울산광역시 울주군 삼남면 중남1길 2-4 
1088,"울진본점(명변,올리브치킨)",경상북도,울진군,경상북도 울진군 울진읍 연호로 27 (BBQ 울진본점) 
1089,울진온정점,경상북도,울진군,경상북도 울진군 온정면 백암온천로 1275 
1090,울진평해점,경상북도,울진군,경상북도 울진군 평해읍 월송정로 143 
1091,웅포베어리버,전북,익산시,전북 익산시 웅포면 웅포리 172-9 3층
1092,원광대점,전라북도,익산시,전라북도 익산시 익산대로 460 (신동) 1층 14호 원광대학교 학생회관
1093,원광대점(올리브카페),전라북도,익산시,"전라북도 익산시 익산대로58길 23 (신동, 피플하우스) "
1094,원주개운점,강원도,원주시,강원도 원주시 단구로 243 (단구동) 
1095,원주관설점(BBQ+닭2),강원,원주시,강원 원주시 관설동 1455-5번지 1층
1096,원주구곡점,강원도,원주시,강원도 원주시  늘품로 45 늘품로 46
1097,원주단계점,강원도,원주시,강원도 원주시 백간공원길 16-2 (단계동) 1층
1098,원주명륜점(2),강원,원주시,강원 원주시 명륜동 824-4번지
1099,원주무실점,강원,원주시,강원 원주시 무실동 1714번지 103호
1100,원주봉산점,강원,원주시,강원 원주시 봉산동 1048-3
1101,원주우산점(Express)(2),강원도,원주시,강원도 원주시 우산로 45 (우산동) 지상1층
1102,원주태장점,강원도,원주시,강원도 원주시 흥양로18번길 35 (태장동) 1층 101호
1103,원주혁신도시점,강원도,원주시,"강원도 원주시 입춘로 73 (반곡동) 1층 108호(반곡동, 채움빌딩)"
1104,원주흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 85 
1105,원평스타점,경북,구미시,경북 구미시 원평동 77-60 청산빌라 103호
1106,원효로점,서울,용산구,서울 용산구 원효로4가 118-3 영천빌딩1층
1107,월피공원점,경기도,안산시,"경기도 안산시 상록구 예술광장1로 22 (월피동, 안산 1층 104"
1108,위례점,경기도,성남시,"경기도 성남시 수정구 위례광장로 41 (창곡동) 1층 113호(창곡동,지엠프라자)"
1109,위례중앙2호점,경기도,성남시,"경기도 성남시 수정구 위례광장로 310 (창곡동, 우성 "
1110,위례중앙본점,경기도,성남시,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례3 상가동 2층 205호"
1111,은평뉴타운점(Cafe),서울,은평구,서울 은평구 진관동 25 은평뉴타운구파발918동상가101호
1112,음성대소점,충청북도,음성군,충청북도 음성군 대소면 오태로137번길 5-12 
1113,응암점,서울,은평구,서울 은평구 응암동 104-36 1층
1114,의성행복점,경북,의성군,경북 의성군 의성읍 중앙길 84
1115,의왕갈뫼점(명변2),경기도,의왕시,"경기도 의왕시 오리나무로 11 (내손동, 영원주택) 내손동812-1"
1116,의왕고천점,경기,의왕시,경기 의왕시 오전동 387-2번지
1117,의왕내손점,경기,의왕시,경기 의왕시 내손동 652-15
1118,의왕오전점,경기,의왕시,경기 의왕시 오전동 104-10
1119,의정부가능점,경기,의정부시,경기 의정부시 가능1동 667-20
1120,의정부신곡점,경기도,의정부시,"경기도 의정부시 금신로 323 (신곡동, 대영프라자빌딩 1층 108호"
1121,의정부용현점,경기,의정부시,경기 의정부시 용현동 39-26
1122,의정부점,경기,의정부시,경기 의정부시 의정부동 221-57 
1123,의정부호원점,경기도,의정부시,경기도 의정부시 평화로190번길 5 (호원동) 2층
1124,이문동점,서울,동대문구,서울 동대문구 휘경동 183-386 나호
1125,이천마장점,경기,이천시,경기 이천시 마장면 오천로 12
1126,이천부발점,경기,이천시,경기 이천시 부발읍 무촌리 224-2 1층
1127,이천송정점,경기,이천시,"경기 이천시 송정동 375-2,9 금정프라자 1동 B103호"
1128,이천신둔점,경기도,이천시,경기도 이천시 경충대로2996번길 54 (사음동) 
1129,이천중리점,경기도,이천시,경기도 이천시 경충대로2586번길 31 (중리동) 
1130,이천증포점,경기도,이천시,경기도 이천시 아리역로 25 (증포동) 
1131,이촌점,서울,용산구,"서울 용산구 이촌로75길 10-7,105 "
1132,익산동산점,전라북도,익산시,"전라북도 익산시 서동로 126 (동산동, 탐나왕족발) "
1133,익산모현점,전라북도,익산시,"전라북도 익산시 선화로6길 40-7 (모현동1가, 비젼빌 "
1134,인제원통점,강원도,인제군,강원도 인제군 북면 원통로 179-1 
1135,인창점,경기,구리시,경기 구리시 인창동 640-1
1136,인천가좌점,인천광역시,서구,인천광역시 서구 건지로348번길 27 (가좌동) 102호
1137,인천간석역점,인천,남동구,인천 남동구 간석4동 390-14
1138,인천간석점,인천,남동구,인천 남동구 간석3동 34-20번지
1139,인천계산3점,인천,계양구,인천 계양구 계산2동 916-5
1140,인천계산점,인천광역시,계양구,인천광역시 계양구 용종로 2 
1141,인천구월2점,인천,남구,인천 남구 주안동 1554-3번지
1142,인천구월점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1 (구월동,1층2호 "
1143,인천구월캐슬점,인천,남동구,인천 남동구 구월동 24 롯데캐슬골드상가 201
1144,인천논현2점,인천,남동구,인천 남동구 논현동 616-1 논현프라자 108
1145,인천논현점,인천광역시,남동구,"인천광역시 남동구 호구포로 212 (논현동,대양프라자1층102호)"
1146,인천단봉오류점,인천광역시,서구,"인천광역시 서구 봉화로 18 (왕길동, 드림파크 어울림 209동 101호"
1147,인천당하점(express2)(2),인천광역시,서구,"인천광역시 서구 청마로167번안길 17 (당하동, 선혜프 115호"
1148,인천동양점,인천광역시,계양구,"인천광역시 계양구 당미길 43 (동양동, 외 13필지 동 "
1149,인천동춘점,인천광역시,연수구,"인천광역시 연수구 앵고개로254번길 19-6 (동춘동, 1층일부(1호))"
1150,인천마전점,인천,서구,인천 서구 마전동 608-2번지 1층상가
1151,인천만수2점,인천,남동구,인천 남동구 만수5동 912-12 
1152,인천문학점,인천광역시,남구,인천광역시 남구 매소홀로 550-2 (문학동)
1153,인천부개점,인천,부평구,인천 부평구 부개동 124-35번지  1층
1154,인천산곡점,인천,부평구,인천 부평구 산곡4동 137-13  혜성프라자103호
1155,인천산곡행운점,인천광역시,부평구,인천광역시 부평구 원적로 291 (산곡동) 1층
1156,인천서구청점,인천광역시,서구,인천광역시 서구 승학로 310 (연희동) 1층
1157,인천서창점,인천,남동구,인천 남동구 서창동 565-6 1층일부(102호)
1158,인천선학점,인천광역시,연수구,"인천광역시 연수구 선학로 101 (선학동, 뉴서울아파트 117호"
1159,인천신현점,인천,서구,인천 서구 신현동 278~295 280-4
1160,인천연수점,인천,연수구,인천 연수구 동춘동 925번지 한양1차상가 105호
1161,인천영흥점,인천광역시,옹진군,"인천광역시 옹진군 영흥면 영흥로 158 101호,102호"
1162,인천용현점,인천,남구,인천 남구 용현동 556-58 101호 
1163,인천인하대점,인천,남구,"인천 남구 용현동 35-7, 1층"
1164,인천작전2점,인천,계양구,인천 계양구 작전동 64-1 삼보아파트상가 A-106
1165,인천작전역점,인천,계양구,인천 계양구 작전동 871-60 1층 4호
1166,인천제물포점,인천,남구,인천 남구 숭의4동 1-64
1167,인천주안북부점,인천,남구,인천 남구 주안동 14-51 1층
1168,인천주안점,인천,남구,인천 남구 주안동 88-3번지
1169,인천청라점,인천,서구,인천 서구 연희동 796-13 중흥클래스 2차상가 101호
1170,인천효성점,인천광역시,계양구,"인천광역시 계양구 효서로 182 (효성동, 풍림아파트) 상가동 106호"
1171,인하대역점,인천광역시,남구,"인천광역시 남구 독배로 311 (용현동, 비젼프라자) 1층 101호"
1172,일산가좌점,경기,고양시,경기 고양시 일산서구 가좌동 393-4 1층일부
1173,일산대화마을점,경기,고양시,"경기 고양시 일산서구 대화동 1~1994 1580, 한라아파트상가동 107~108호"
1174,일산문촌점,경기,고양시,"경기 고양시 일산서구 주엽동 18번지 자유프라자 108,109호"
1175,일산백마점(Cafe),경기,고양시,경기 고양시 일산동구 마두동 908 외1필 정발빌딩 1층 101호
1176,일산백석역점(2),경기,고양시,경기 고양시 일산동구 백석동 1318번지 일산비잔티움1단지상가 106호
1177,일산백송점,경기도,고양시,"경기도 고양시 일산동구 백석로 177 101(백석동, 백송마을임광상가)"
1178,일산식사지구점,경기도,고양시,경기도 고양시 일산동구 위시티4로 79 위시티일산블루 203
1179,일산원마운트점,경기도,고양시,"경기도 고양시 일산서구 한류월드로 300 (대화동,원마운트1층,1251호)"
1180,일산중산행운점,경기도,고양시,"경기도 고양시 일산동구 탄중로 426 (중산동, 중산마 중산동,중산마을1층"
1181,일산탄현점(1명변),경기,고양시,경기 고양시 일산서구 탄현동 1491-5번지 1층
1182,일산하늘마을점,경기도,고양시,"경기도 고양시 일산동구 하늘마을로 76  101(중산동,하늘마을제상가동)"
1183,일산후곡점,경기도,고양시,"경기도 고양시 일산서구 강선로 141 (일산동, 후곡마 후곡마을 16단지 아파트 상가 119호"
1184,일원삼성점,서울,강남구,서울 강남구 수서동 747  삼성아파트상가
1185,입장하장리점,충청남도,천안시,충청남도 천안시 서북구 입장면 입장로 146 1층
1186,자곡행운점,서울특별시,강남구,"서울특별시 강남구 자곡로 191 (자곡동, 강남푸르지오 B05호"
1187,자양3점,서울특별시,광진구,"서울특별시 광진구 능동로 49 (자양동,1층)"
1188,잠실선수촌점,서울,송파구,서울 송파구 잠실본동 313-9번지 1층
1189,잠실스타점,서울,송파구,서울 송파구 신천동 11 장미씨상가동1층 112호
1190,잠실신천점,서울,송파구,서울 송파구 잠실본동 233 번지  1층
1191,잠실파크리오점,서울,송파구,서울 송파구 신천동 20-6 파크리오B상가 1층 105
1192,잠원점(올리브카페),서울특별시,서초구,"서울특별시 서초구 나루터로 69 (잠원동, 샤르망) 104호"
1193,장성상무대점,전라남도,장성군,전라남도 장성군 삼계면 사창로 57 
1194,장호원행복점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 7 
1195,적성점(3명변),경기,파주시,경기 파주시 적성면 마지리 46-6번지
1196,전곡점,경기,연천군,경기 연천군 전곡읍 전곡리 468-4
1197,전남곡성점,전라남도,곡성군,전라남도 곡성군 곡성읍 군청로 14 
1198,전남광영점,전남,광양시,전남 광양시 광영동 784-14
1199,전남구례화엄사점,전남,구례군,전남 구례군 마산면 황전리 842-17
1200,전남남부점,전남,순천시,전남 순천시 장천동 85-81 101호(1층)
1201,전남대불점,전남,영암군,전남 영암군 삼호읍 용앙리 1661-6
1202,전남대정문점,광주광역시,북구,광주광역시 북구 자미로66번길 8 (신안동) 1층
1203,전남미평점,전라남도,여수시,전라남도 여수시  대학로 27 
1204,전남벌교점,전라남도,보성군,전라남도 보성군 벌교읍 채동선로 223 1층
1205,전남보성점(express),전남,보성군,전남 보성군 보성읍 우산리 631-1 보성우산주공아파트 1층102호
1206,전남순천금당점,전남,순천시,전남 순천시 해룡면 상삼리 614-4
1207,전남순천연향2점,전남,순천시,전남 순천시 연향동 1613-2
1208,전남연향점,전라남도,순천시,"전라남도 순천시 연향번영4길 30 (연향동, 좋은친구들 1층"
1209,전남영광점,전라남도,영광군,전라남도 영광군 영광읍 신남로 216 
1210,전남영암삼호점,전라남도,영암군,전라남도 영암군 삼호읍 신항로 135-29 
1211,전남완도명사십리점,전라남도,완도군,전라남도 완도군 신지면 명사십리길 71-3 
1212,전남완도점,전남,완도군,전남 완도군 완도읍 군내리 782-79번지
1213,전남장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥로 16 
1214,전남장흥점(올리브카페),전라남도,장흥군,전라남도 장흥군 장흥읍 장흥대로 3482 (월정빌딩) 1층
1215,전남조례점,전라남도,순천시,전라남도 순천시 봉화2길 71 (조례동)
1216,전남진도점,전라남도,진도군,전라남도 진도군 진도읍 남문길 42-2 
1217,전남화순점,전라남도,화순군,"전라남도 화순군 화순읍 중앙로 93, 1층 "
1218,전농점 Cafe,서울,동대문구,서울 동대문구 전농동 38-18
1219,전북도청점,전북,전주시,전북 전주시 완산구 효자동2가 1157-1 137호동
1220,전북봉동3공단점,전라북도,완주군,전라북도 완주군 봉동읍 봉동로 326 
1221,전북순창점,전라북도,순창군,전라북도 순창군 순창읍 옥천로 42 
1222,전북혁신점,전라북도,전주시,전라북도 전주시 완산구 오공로 43-22 (중동) 108호
1223,전주금암점,전라북도,전주시,"전라북도 전주시 덕진구 조경단로 104 (금암동, 아가 1층"
1224,전주동산반월점,전북,전주시,전북 전주시 덕진구 반월동 422-28
1225,전주삼천점,전북,전주시,전북 전주시 완산구 삼천동1가 657-8
1226,전주서신점,전라북도,전주시,"전라북도 전주시 완산구 여울로 109-9 (서신동, 엘지 제상가동 1층 102호(서신동)"
1227,전주송천점,전라북도,전주시,전라북도 전주시 덕진구 오송1길 15 (송천동1가) 103호
1228,전주신도시점,전북,전주시,전북 전주시 완산구 효자동2가 1327-4
1229,전주아중점,전라북도,전주시,전라북도 전주시 덕진구 한배미로 16 (인후동1가)
1230,전주평화점,전북,전주시,전북 전주시 완산구 평화동1가 729-6
1231,전주하가지구점,전라북도,전주시,전라북도 전주시 덕진구 가리내5길 16 (덕진동2가) 
1232,정관신도시점,부산,기장군,부산 기장군 정관면 모전2길 22
1233,정남점,경기,화성시,경기 화성시 정남면 괘랑리 1051-1 번지
1234,정릉중앙점,서울,성북구,서울 성북구 정릉동 587번지 정릉꿈의그린 2단지 상가
1235,정릉풍림스타점,서울특별시,성북구,"서울특별시 성북구 솔샘로25길 20 (정릉동, 정릉풍림 "
1236,정릉행복점,서울특별시,성북구,서울특별시 성북구 보국문로 83-1 (정릉동) 1층 (주)엘와이에프앤비
1237,정왕본동점,경기도,시흥시,경기도 시흥시 정왕시장길 25 (정왕동) 1층 102호
1238,정읍상동행운점,전라북도,정읍시,"전라북도 정읍시 충정로 16 (상동, 내장산빌딩) "
1239,정자영화점,경기도,수원시,"경기도 수원시 장안구 장안로 52-1 (영화동, 음악자녀 1층"
1240,제주김만덕점(올리브치킨),제주,제주시,"제주 제주시 건입동 산지로 5,1층"
1241,제주남광점,제주특별자치도,제주시,제주특별자치도 제주시 오복4길 14 (이도이동) 
1242,제주남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 태위로679번길 12-1 
1243,제주담모라리조트점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 745 
1244,제주도남점,제주특별자치도,제주시,제주특별자치도 제주시 도남로 21-1 (도남동) 
1245,제주봉개점,제주특별자치도,제주시,제주특별자치도 제주시 번영로 458 (봉개동) 1층
1246,제주서귀일호점,제주,서귀포시,제주 서귀포시 서귀동 279-7
1247,제주서홍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로 199 (서홍동) 상가동 4호
1248,제주성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 고성오조로 71-1 
1249,제주신연동점,제주,제주시,제주 제주시 연동 1496번지 연화1로
1250,제주연동점,제주,제주시,제주 제주시 연동 285-9
1251,제주영어교육도시점,제주,서귀포시,제주 서귀포시 대정읍 보성리 2372-2번지
1252,제주용담점,제주특별자치도,제주시,제주특별자치도 제주시 용담로 92 (용담이동) 
1253,제주인제점,제주,제주시,제주 제주시 일도2동 355-9
1254,제주일도점(4),제주,제주시,제주 제주시 일도2동 100-5번지
1255,제주평화로점,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 평화로 2157 상가-5(프시케월드1층)
1256,제주함덕점,제주,북제주군,제주 북제주군 조천읍 함덕리 1252-2
1257,제주협재점,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 협재1길 44 1층
1258,제주화북점(올리브치킨),제주특별자치도,제주시,제주특별자치도 제주시 일주동로 197 (화북일동) 1층
1259,제천장락점(CAFE),충북,제천시,충북 제천시 장락동 431-38 1층 103
1260,조치원점,세종특별자치시,조치원읍,세종특별자치시 조치원읍 섭골길 20 1동 1층상가
1261,종로3가점,서울,종로구,서울 종로구 낙원동 150-1 파고다빌딩 1층
1262,종암1동점(cafe),서울,성북구,서울 성북구 종암동 84-39번지 1층
1263,중계은행점,서울,노원구,서울 노원구 중계동 366-10 중원코아빌딩 1층 105
1264,중계중앙점,서울,노원구,서울 노원구 중계동 360-15 건영A상가 107
1265,중랑역점,서울특별시,중랑구,"서울특별시 중랑구 중랑천로12길 45 (상봉동, 지앤지 2층"
